FIPS,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,US,Region,Division,State (Census Code),State (FIPS),County,County Subdivision (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Census Tract,Block Group,Geographic Identifier,Tribal Tract,Tribal Block Group,Area (Land),Area (Water),Housing Units:,Housing Units: Occupied,Housing Units: Vacant,Vacant Housing Units:,Vacant Housing Units: for Rent,Vacant Housing Units: for Sale Only,Vacant Housing Units: Other Vacant,Occupied Housing Units,Occupied Housing Units: Built 2014 or Later,Occupied Housing Units: Built 2010 to 2013,Occupied Housing Units: Built 2000 to 2009,Occupied Housing Units: Built 1990 to 1999,Occupied Housing Units: Built 1980 to 1989,Occupied Housing Units: Built 1970 to 1979,Occupied Housing Units: Built 1960 to 1969,Occupied Housing Units: Built 1950 to 1959,Occupied Housing Units: Built 1940 to 1949,Occupied Housing Units: Built 1939 or Earlier,Median Gross Rent
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A10044_001,SE_A10044_002,SE_A10044_003,SE_A10047_001,SE_A10047_002,SE_A10047_003,SE_A10047_004,SE_A10055_001,SE_A10055_002,SE_A10055_003,SE_A10055_004,SE_A10055_005,SE_A10055_006,SE_A10055_007,SE_A10055_008,SE_A10055_009,SE_A10055_010,SE_A10055_011,SE_A18009_001
4.2101E+11,"Block Group 7, Census Tract 326, Philadelphia County, Pennsylvania","Block Group 7, Census Tract 326, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17534,,,,,42,101,,,,32600,7,15000US421010326007,,,184526,0,385,385,0,0,0,0,0,385,0,0,0,0,0,20,67,0,176,122,796
4.2101E+11,"Block Group 1, Census Tract 329, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 329, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17535,,,,,42,101,,,,32900,1,15000US421010329001,,,243081,14923,185,141,44,44,0,44,0,141,0,0,5,0,0,15,9,55,7,50,278
4.2101E+11,"Block Group 2, Census Tract 329, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 329, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17536,,,,,42,101,,,,32900,2,15000US421010329002,,,303498,6694,279,205,74,74,66,8,0,205,0,0,7,16,6,11,62,23,27,53,843
4.2101E+11,"Block Group 3, Census Tract 329, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 329, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17537,,,,,42,101,,,,32900,3,15000US421010329003,,,84055,0,583,437,146,146,58,18,70,437,0,0,0,34,0,64,40,164,50,85,1106
4.2101E+11,"Block Group 4, Census Tract 329, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 329, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17538,,,,,42,101,,,,32900,4,15000US421010329004,,,146081,0,371,280,91,91,64,27,0,280,0,0,0,0,33,18,19,9,47,154,858
4.2101E+11,"Block Group 5, Census Tract 329, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 329, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17539,,,,,42,101,,,,32900,5,15000US421010329005,,,146207,0,371,326,45,45,0,22,23,326,0,0,0,0,0,30,7,69,151,69,832
4.2101E+11,"Block Group 1, Census Tract 330, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 330, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17540,,,,,42,101,,,,33000,1,15000US421010330001,,,61096,0,191,191,0,0,0,0,0,191,0,0,0,0,0,0,29,53,94,15,
4.2101E+11,"Block Group 2, Census Tract 330, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 330, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17541,,,,,42,101,,,,33000,2,15000US421010330002,,,57698,0,245,245,0,0,0,0,0,245,0,0,0,27,0,0,0,92,96,30,
4.2101E+11,"Block Group 3, Census Tract 330, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 330, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17542,,,,,42,101,,,,33000,3,15000US421010330003,,,80601,0,516,516,0,0,0,0,0,516,0,0,0,0,0,21,40,113,163,179,1241
4.2101E+11,"Block Group 4, Census Tract 330, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 330, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17543,,,,,42,101,,,,33000,4,15000US421010330004,,,253907,0,782,646,136,136,81,0,55,646,0,0,0,49,0,78,29,266,43,181,1092
4.2101E+11,"Block Group 5, Census Tract 330, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 330, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17544,,,,,42,101,,,,33000,5,15000US421010330005,,,121204,0,589,558,31,31,0,0,31,558,0,0,0,0,0,16,16,275,183,68,1113
4.2101E+11,"Block Group 6, Census Tract 330, Philadelphia County, Pennsylvania","Block Group 6, Census Tract 330, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17545,,,,,42,101,,,,33000,6,15000US421010330006,,,80681,0,295,250,45,45,0,45,0,250,0,0,0,0,0,0,16,69,151,14,
4.2101E+11,"Block Group 7, Census Tract 330, Philadelphia County, Pennsylvania","Block Group 7, Census Tract 330, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17546,,,,,42,101,,,,33000,7,15000US421010330007,,,77673,0,259,259,0,0,0,0,0,259,0,18,0,0,0,0,29,106,106,0,1060
4.2101E+11,"Block Group 1, Census Tract 331.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 331.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17547,,,,,42,101,,,,33101,1,15000US421010331011,,,135270,0,531,522,9,9,0,0,9,522,0,0,0,0,0,0,25,143,111,243,1283
4.2101E+11,"Block Group 2, Census Tract 331.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 331.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17548,,,,,42,101,,,,33101,2,15000US421010331012,,,127572,0,457,409,48,48,19,0,29,409,0,0,18,9,0,0,17,112,152,101,1106
4.2101E+11,"Block Group 3, Census Tract 331.01, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 331.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17549,,,,,42,101,,,,33101,3,15000US421010331013,,,109531,0,388,304,84,84,27,20,37,304,0,0,0,31,0,0,74,73,102,24,1290
4.2101E+11,"Block Group 4, Census Tract 331.01, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 331.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17550,,,,,42,101,,,,33101,4,15000US421010331014,,,114581,0,522,470,52,52,28,0,24,470,0,0,12,0,0,14,26,245,96,77,699
4.2101E+11,"Block Group 1, Census Tract 331.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 331.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17551,,,,,42,101,,,,33102,1,15000US421010331021,,,279403,0,329,279,50,50,25,0,25,279,0,0,0,17,47,10,31,121,13,40,897
4.2101E+11,"Block Group 2, Census Tract 331.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 331.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17552,,,,,42,101,,,,33102,2,15000US421010331022,,,116968,0,385,364,21,21,0,0,21,364,0,0,0,22,0,8,40,167,37,90,727
4.2101E+11,"Block Group 3, Census Tract 331.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 331.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17553,,,,,42,101,,,,33102,3,15000US421010331023,,,108448,0,373,347,26,26,26,0,0,347,0,0,11,11,0,64,9,85,107,60,763
4.2101E+11,"Block Group 4, Census Tract 331.02, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 331.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17554,,,,,42,101,,,,33102,4,15000US421010331024,,,213453,0,667,590,77,77,49,0,28,590,0,0,0,0,15,30,129,100,151,165,974
4.2101E+11,"Block Group 1, Census Tract 332, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 332, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17555,,,,,42,101,,,,33200,1,15000US421010332001,,,258320,0,612,599,13,13,0,0,13,599,0,0,0,0,3,41,61,431,37,26,1107
4.2101E+11,"Block Group 2, Census Tract 332, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 332, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17556,,,,,42,101,,,,33200,2,15000US421010332002,,,570100,0,403,358,45,45,19,0,26,358,0,0,0,17,4,8,33,171,90,35,1202
4.2101E+11,"Block Group 1, Census Tract 333, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 333, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17557,,,,,42,101,,,,33300,1,15000US421010333001,,,388412,0,576,568,8,8,0,0,8,568,0,0,0,65,0,0,110,234,58,101,870
4.2101E+11,"Block Group 2, Census Tract 333, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 333, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17558,,,,,42,101,,,,33300,2,15000US421010333002,,,324893,0,697,697,0,0,0,0,0,697,0,0,0,52,57,244,139,144,19,42,918
4.2101E+11,"Block Group 3, Census Tract 333, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 333, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17559,,,,,42,101,,,,33300,3,15000US421010333003,,,298261,0,525,482,43,43,0,17,26,482,0,0,0,0,29,18,85,284,40,26,936
4.2101E+11,"Block Group 1, Census Tract 334, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 334, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17560,,,,,42,101,,,,33400,1,15000US421010334001,,,212084,0,278,278,0,0,0,0,0,278,0,0,0,0,0,6,61,123,14,74,1406
4.2101E+11,"Block Group 2, Census Tract 334, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 334, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17561,,,,,42,101,,,,33400,2,15000US421010334002,,,297404,0,639,616,23,23,23,0,0,616,0,0,0,0,40,100,243,208,0,25,902
4.2101E+11,"Block Group 3, Census Tract 334, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 334, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17562,,,,,42,101,,,,33400,3,15000US421010334003,,,205789,0,300,282,18,18,18,0,0,282,0,17,0,10,25,92,25,62,29,22,912
4.2101E+11,"Block Group 4, Census Tract 334, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 334, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17563,,,,,42,101,,,,33400,4,15000US421010334004,,,503157,0,803,702,101,101,81,20,0,702,24,0,28,21,29,167,96,253,39,45,1131
4.2101E+11,"Block Group 1, Census Tract 335, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 335, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17564,,,,,42,101,,,,33500,1,15000US421010335001,,,181067,0,378,378,0,0,0,0,0,378,6,0,0,0,0,33,83,138,66,52,1412
4.2101E+11,"Block Group 2, Census Tract 335, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 335, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17565,,,,,42,101,,,,33500,2,15000US421010335002,,,501855,0,672,658,14,14,0,14,0,658,0,0,0,0,0,119,178,343,0,18,948
4.2101E+11,"Block Group 3, Census Tract 335, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 335, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17566,,,,,42,101,,,,33500,3,15000US421010335003,,,259871,0,389,353,36,36,0,0,36,353,0,0,0,3,30,12,88,176,44,0,1121
4.2101E+11,"Block Group 1, Census Tract 336, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 336, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17567,,,,,42,101,,,,33600,1,15000US421010336001,,,214971,0,463,463,0,0,0,0,0,463,0,0,86,0,14,76,77,195,15,0,729
4.2101E+11,"Block Group 2, Census Tract 336, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 336, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17568,,,,,42,101,,,,33600,2,15000US421010336002,,,241200,0,328,328,0,0,0,0,0,328,0,0,0,0,29,81,48,48,78,44,721
4.2101E+11,"Block Group 3, Census Tract 336, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 336, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17569,,,,,42,101,,,,33600,3,15000US421010336003,,,301472,0,1128,939,189,189,102,0,87,939,0,0,0,11,38,274,237,195,84,100,834
4.2101E+11,"Block Group 4, Census Tract 336, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 336, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17570,,,,,42,101,,,,33600,4,15000US421010336004,,,215934,0,604,604,0,0,0,0,0,604,0,0,0,13,15,234,183,43,53,63,1041
4.2101E+11,"Block Group 5, Census Tract 336, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 336, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17571,,,,,42,101,,,,33600,5,15000US421010336005,,,180062,0,430,430,0,0,0,0,0,430,0,0,0,0,26,105,30,205,0,64,916
4.2101E+11,"Block Group 1, Census Tract 337.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 337.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17572,,,,,42,101,,,,33701,1,15000US421010337011,,,293428,0,468,468,0,0,0,0,0,468,0,0,43,0,0,11,90,266,31,27,1132
4.2101E+11,"Block Group 2, Census Tract 337.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 337.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17573,,,,,42,101,,,,33701,2,15000US421010337012,,,231733,0,551,516,35,35,35,0,0,516,0,0,23,0,15,35,66,298,12,67,1117
4.2101E+11,"Block Group 3, Census Tract 337.01, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 337.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17574,,,,,42,101,,,,33701,3,15000US421010337013,,,448492,0,1293,1200,93,93,93,0,0,1200,0,0,14,100,141,261,346,281,46,11,953
4.2101E+11,"Block Group 1, Census Tract 337.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 337.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17575,,,,,42,101,,,,33702,1,15000US421010337021,,,232214,0,536,536,0,0,0,0,0,536,0,0,0,0,0,28,103,372,33,0,1061
4.2101E+11,"Block Group 2, Census Tract 337.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 337.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17576,,,,,42,101,,,,33702,2,15000US421010337022,,,585041,0,703,669,34,34,6,0,28,669,0,0,148,18,93,26,152,168,56,8,975
4.2101E+11,"Block Group 3, Census Tract 337.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 337.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17577,,,,,42,101,,,,33702,3,15000US421010337023,,,125025,0,442,420,22,22,0,12,10,420,0,0,0,0,20,29,27,344,0,0,1170
4.2101E+11,"Block Group 4, Census Tract 337.02, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 337.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17578,,,,,42,101,,,,33702,4,15000US421010337024,,,115518,0,321,321,0,0,0,0,0,321,0,0,0,0,11,34,82,194,0,0,1623
4.2101E+11,"Block Group 1, Census Tract 338, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 338, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17579,,,,,42,101,,,,33800,1,15000US421010338001,,,435731,0,1218,1142,76,76,0,0,76,1142,0,0,48,309,21,0,246,468,12,38,942
4.2101E+11,"Block Group 2, Census Tract 338, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 338, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17580,,,,,42,101,,,,33800,2,15000US421010338002,,,216175,0,322,255,67,67,67,0,0,255,0,0,0,0,21,59,34,63,29,49,811
4.2101E+11,"Block Group 3, Census Tract 338, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 338, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17581,,,,,42,101,,,,33800,3,15000US421010338003,,,124045,0,238,184,54,54,0,54,0,184,0,0,0,0,0,57,0,51,0,76,
4.2101E+11,"Block Group 4, Census Tract 338, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 338, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17582,,,,,42,101,,,,33800,4,15000US421010338004,,,185801,0,395,333,62,62,0,0,62,333,0,0,0,0,18,14,35,117,45,104,
4.2101E+11,"Block Group 5, Census Tract 338, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 338, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17583,,,,,42,101,,,,33800,5,15000US421010338005,,,438468,0,410,386,24,24,0,24,0,386,0,0,12,153,0,0,0,25,0,196,1203
4.2101E+11,"Block Group 1, Census Tract 339, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 339, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17584,,,,,42,101,,,,33900,1,15000US421010339001,,,196530,0,423,414,9,9,0,9,0,414,0,0,0,0,0,8,70,223,59,54,857
4.2101E+11,"Block Group 2, Census Tract 339, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 339, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17585,,,,,42,101,,,,33900,2,15000US421010339002,,,298231,0,617,527,90,90,31,0,59,527,0,0,5,9,18,63,99,245,27,61,850
4.2101E+11,"Block Group 3, Census Tract 339, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 339, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17586,,,,,42,101,,,,33900,3,15000US421010339003,,,646395,0,272,242,30,30,0,0,30,242,0,0,0,0,23,17,30,82,6,84,
4.2101E+11,"Block Group 1, Census Tract 340, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 340, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17587,,,,,42,101,,,,34000,1,15000US421010340001,,,323437,729,426,426,0,0,0,0,0,426,0,0,9,13,0,31,263,61,29,20,869
4.2101E+11,"Block Group 2, Census Tract 340, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 340, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17588,,,,,42,101,,,,34000,2,15000US421010340002,,,240686,0,440,380,60,60,0,0,60,380,0,0,92,7,0,6,53,187,18,17,
4.2101E+11,"Block Group 3, Census Tract 340, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 340, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17589,,,,,42,101,,,,34000,3,15000US421010340003,,,199770,0,253,230,23,23,0,0,23,230,0,0,0,0,0,0,56,125,10,39,
4.2101E+11,"Block Group 1, Census Tract 341, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 341, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17590,,,,,42,101,,,,34100,1,15000US421010341001,,,186381,0,341,341,0,0,0,0,0,341,0,0,21,48,0,30,64,112,49,17,775
4.2101E+11,"Block Group 2, Census Tract 341, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 341, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17591,,,,,42,101,,,,34100,2,15000US421010341002,,,195309,0,542,471,71,71,0,0,71,471,0,0,0,39,0,81,94,189,53,15,1037
4.2101E+11,"Block Group 3, Census Tract 341, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 341, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17592,,,,,42,101,,,,34100,3,15000US421010341003,,,253384,0,272,272,0,0,0,0,0,272,0,0,0,33,24,15,39,81,34,46,
4.2101E+11,"Block Group 4, Census Tract 341, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 341, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17593,,,,,42,101,,,,34100,4,15000US421010341004,,,287921,0,535,487,48,48,0,0,48,487,0,0,16,25,0,19,45,88,70,224,748
4.2101E+11,"Block Group 5, Census Tract 341, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 341, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17594,,,,,42,101,,,,34100,5,15000US421010341005,,,242493,0,400,384,16,16,0,0,16,384,0,0,33,0,0,15,45,97,66,128,655
4.2101E+11,"Block Group 6, Census Tract 341, Philadelphia County, Pennsylvania","Block Group 6, Census Tract 341, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17595,,,,,42,101,,,,34100,6,15000US421010341006,,,167779,0,447,351,96,96,0,0,96,351,0,0,0,0,76,15,150,80,0,30,963
4.2101E+11,"Block Group 1, Census Tract 342, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 342, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17596,,,,,42,101,,,,34200,1,15000US421010342001,,,196320,0,547,524,23,23,23,0,0,524,0,0,0,46,23,268,165,22,0,0,1139
4.2101E+11,"Block Group 2, Census Tract 342, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 342, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17597,,,,,42,101,,,,34200,2,15000US421010342002,,,804448,0,1098,956,142,142,142,0,0,956,0,0,194,57,57,159,346,129,0,14,1041
4.2101E+11,"Block Group 1, Census Tract 344, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 344, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17598,,,,,42,101,,,,34400,1,15000US421010344001,,,562854,0,755,755,0,0,0,0,0,755,33,0,71,0,13,254,170,155,14,45,865
4.2101E+11,"Block Group 2, Census Tract 344, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 344, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17599,,,,,42,101,,,,34400,2,15000US421010344002,,,615287,6447,415,415,0,0,0,0,0,415,0,0,0,0,0,16,88,296,0,15,
4.2101E+11,"Block Group 3, Census Tract 344, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 344, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17600,,,,,42,101,,,,34400,3,15000US421010344003,,,1089745,7290,957,957,0,0,0,0,0,957,0,0,0,33,10,11,370,500,24,9,961
4.2101E+11,"Block Group 4, Census Tract 344, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 344, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17601,,,,,42,101,,,,34400,4,15000US421010344004,,,1131285,168,617,590,27,27,0,0,27,590,0,0,0,9,0,74,392,96,0,19,
4.2101E+11,"Block Group 1, Census Tract 345.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 345.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17602,,,,,42,101,,,,34501,1,15000US421010345011,,,162447,0,1058,1000,58,58,24,0,34,1000,0,0,9,109,128,256,262,151,31,54,862
4.2101E+11,"Block Group 2, Census Tract 345.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 345.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17603,,,,,42,101,,,,34501,2,15000US421010345012,,,285022,0,845,845,0,0,0,0,0,845,0,0,15,10,202,303,160,75,27,53,992
4.2101E+11,"Block Group 1, Census Tract 345.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 345.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17604,,,,,42,101,,,,34502,1,15000US421010345021,,,139296,0,427,427,0,0,0,0,0,427,0,0,0,49,267,41,0,17,0,53,1524
4.2101E+11,"Block Group 2, Census Tract 345.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 345.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17605,,,,,42,101,,,,34502,2,15000US421010345022,,,460849,0,1337,1235,102,102,43,0,59,1235,0,0,51,16,147,276,286,353,70,36,868
4.2101E+11,"Block Group 3, Census Tract 345.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 345.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17606,,,,,42,101,,,,34502,3,15000US421010345023,,,409124,0,815,780,35,35,0,0,35,780,0,0,123,69,202,214,53,119,0,0,1033
4.2101E+11,"Block Group 1, Census Tract 346, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 346, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17607,,,,,42,101,,,,34600,1,15000US421010346001,,,1853669,5746,1281,1213,68,68,39,21,8,1213,0,0,151,243,87,275,203,205,18,31,1026
4.2101E+11,"Block Group 1, Census Tract 347.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 347.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17608,,,,,42,101,,,,34701,1,15000US421010347011,,,350696,0,1017,974,43,43,0,0,43,974,0,0,11,34,61,107,449,265,47,0,799
4.2101E+11,"Block Group 2, Census Tract 347.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 347.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17609,,,,,42,101,,,,34701,2,15000US421010347012,,,473790,57,1022,1022,0,0,0,0,0,1022,0,0,21,25,16,110,348,432,27,43,1122
4.2101E+11,"Block Group 3, Census Tract 347.01, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 347.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17610,,,,,42,101,,,,34701,3,15000US421010347013,,,323704,0,516,516,0,0,0,0,0,516,0,0,0,22,10,0,86,344,40,14,
4.2101E+11,"Block Group 1, Census Tract 347.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 347.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17611,,,,,42,101,,,,34702,1,15000US421010347021,,,411079,0,744,709,35,35,0,0,35,709,0,0,0,35,32,81,208,272,35,46,889
4.2101E+11,"Block Group 2, Census Tract 347.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 347.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17612,,,,,42,101,,,,34702,2,15000US421010347022,,,204547,0,327,327,0,0,0,0,0,327,0,0,0,13,0,0,87,207,0,20,
4.2101E+11,"Block Group 3, Census Tract 347.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 347.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17613,,,,,42,101,,,,34702,3,15000US421010347023,,,400580,0,377,377,0,0,0,0,0,377,0,0,0,0,0,0,34,294,49,0,
4.2101E+11,"Block Group 1, Census Tract 348.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 348.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17614,,,,,42,101,,,,34801,1,15000US421010348011,,,309139,0,510,510,0,0,0,0,0,510,0,0,0,0,0,0,17,80,341,72,504
4.2101E+11,"Block Group 2, Census Tract 348.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 348.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17615,,,,,42,101,,,,34801,2,15000US421010348012,,,388342,4062,642,554,88,88,0,53,35,554,0,0,0,0,0,10,201,321,22,0,814
4.2101E+11,"Block Group 3, Census Tract 348.01, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 348.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17616,,,,,42,101,,,,34801,3,15000US421010348013,,,688482,1126,815,791,24,24,24,0,0,791,0,0,71,75,86,57,0,165,288,49,549
