FIPS,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,US,Region,Division,State (Census Code),State (FIPS),County,County Subdivision (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Census Tract,Block Group,Geographic Identifier,Tribal Tract,Tribal Block Group,Area (Land),Area (Water),Housing Units:,Housing Units: Occupied,Housing Units: Vacant,Vacant Housing Units:,Vacant Housing Units: for Rent,Vacant Housing Units: for Sale Only,Vacant Housing Units: Other Vacant,Occupied Housing Units,Occupied Housing Units: Built 2014 or Later,Occupied Housing Units: Built 2010 to 2013,Occupied Housing Units: Built 2000 to 2009,Occupied Housing Units: Built 1990 to 1999,Occupied Housing Units: Built 1980 to 1989,Occupied Housing Units: Built 1970 to 1979,Occupied Housing Units: Built 1960 to 1969,Occupied Housing Units: Built 1950 to 1959,Occupied Housing Units: Built 1940 to 1949,Occupied Housing Units: Built 1939 or Earlier,Median Gross Rent
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A10044_001,SE_A10044_002,SE_A10044_003,SE_A10047_001,SE_A10047_002,SE_A10047_003,SE_A10047_004,SE_A10055_001,SE_A10055_002,SE_A10055_003,SE_A10055_004,SE_A10055_005,SE_A10055_006,SE_A10055_007,SE_A10055_008,SE_A10055_009,SE_A10055_010,SE_A10055_011,SE_A18009_001
4.2101E+11,"Block Group 1, Census Tract 1, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 1, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16420,,,,,42,101,,,,100,1,15000US421010001001,,,245682,0,1268,1172,96,96,83,0,13,1172,13,0,146,43,128,38,51,31,27,695,1677
4.2101E+11,"Block Group 2, Census Tract 1, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 1, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16421,,,,,42,101,,,,100,2,15000US421010001002,,,459227,0,1410,1195,215,215,0,0,215,1195,0,13,233,27,66,81,0,0,28,747,1791
4.2101E+11,"Block Group 1, Census Tract 2, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 2, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16422,,,,,42,101,,,,200,1,15000US421010002001,,,382478,0,1128,1010,118,118,33,76,9,1010,0,47,68,93,221,142,42,54,18,325,1122
4.2101E+11,"Block Group 1, Census Tract 3, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 3, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16423,,,,,42,101,,,,300,1,15000US421010003001,,,322876,0,490,458,32,32,32,0,0,458,0,0,0,30,0,24,18,18,40,328,2116
4.2101E+11,"Block Group 2, Census Tract 3, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 3, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16424,,,,,42,101,,,,300,2,15000US421010003002,,,225466,356,1467,1347,120,120,70,0,50,1347,0,12,161,29,288,113,104,53,35,552,1553
4.2101E+11,"Block Group 1, Census Tract 4.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 4.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16425,,,,,42,101,,,,401,1,15000US421010004011,,,214766,14981,1986,1690,296,296,200,9,87,1690,23,99,381,61,64,125,273,145,41,478,1435
4.2101E+11,"Block Group 1, Census Tract 4.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 4.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16426,,,,,42,101,,,,402,1,15000US421010004021,,,42012,0,1184,1060,124,124,0,0,124,1060,116,78,15,14,30,56,519,117,87,28,1689
4.2101E+11,"Block Group 2, Census Tract 4.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 4.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16427,,,,,42,101,,,,402,2,15000US421010004022,,,261668,0,1839,1423,416,416,175,93,148,1423,17,0,133,29,88,173,669,66,0,248,1793
4.2101E+11,"Block Group 1, Census Tract 5, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 5, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16428,,,,,42,101,,,,500,1,15000US421010005001,,,428783,0,997,933,64,64,24,0,40,933,5,58,57,20,13,54,26,21,74,605,1497
4.2101E+11,"Block Group 1, Census Tract 6, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 6, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16429,,,,,42,101,,,,600,1,15000US421010006001,,,172655,0,805,674,131,131,82,5,44,674,6,0,23,8,6,33,4,23,44,527,1749
4.2101E+11,"Block Group 1, Census Tract 7, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 7, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16430,,,,,42,101,,,,700,1,15000US421010007001,,,40106,0,785,648,137,137,38,36,63,648,0,162,31,14,0,21,31,215,11,163,1583
4.2101E+11,"Block Group 2, Census Tract 7, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 7, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16431,,,,,42,101,,,,700,2,15000US421010007002,,,140491,0,1403,1184,219,219,55,0,164,1184,0,87,75,58,6,13,51,13,43,838,1722
4.2101E+11,"Block Group 3, Census Tract 7, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 7, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16432,,,,,42,101,,,,700,3,15000US421010007003,,,66085,7087,638,597,41,41,0,0,41,597,0,0,14,30,141,148,72,7,0,185,1759
4.2101E+11,"Block Group 1, Census Tract 8.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 8.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16433,,,,,42,101,,,,801,1,15000US421010008011,,,99958,12755,997,797,200,200,20,39,141,797,0,0,0,69,44,45,30,18,48,543,1955
4.2101E+11,"Block Group 1, Census Tract 8.03, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 8.03, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16434,,,,,42,101,,,,803,1,15000US421010008031,,,36421,0,505,505,0,0,0,0,0,505,0,0,0,0,0,110,9,9,0,377,1308
4.2101E+11,"Block Group 2, Census Tract 8.03, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 8.03, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16435,,,,,42,101,,,,803,2,15000US421010008032,,,43981,0,637,588,49,49,0,0,49,588,0,0,0,26,90,29,20,27,7,389,1662
4.2101E+11,"Block Group 3, Census Tract 8.03, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 8.03, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16436,,,,,42,101,,,,803,3,15000US421010008033,,,55663,0,732,521,211,211,52,0,159,521,0,0,0,0,0,58,14,90,36,323,1405
4.2101E+11,"Block Group 4, Census Tract 8.03, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 8.03, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16437,,,,,42,101,,,,803,4,15000US421010008034,,,16755,0,264,223,41,41,0,0,41,223,0,0,0,0,100,0,13,38,36,36,1212
4.2101E+11,"Block Group 1, Census Tract 8.04, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 8.04, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16438,,,,,42,101,,,,804,1,15000US421010008041,,,72244,0,1925,1482,443,443,248,41,154,1482,0,15,27,44,27,169,358,232,44,566,1775
4.2101E+11,"Block Group 2, Census Tract 8.04, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 8.04, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16439,,,,,42,101,,,,804,2,15000US421010008042,,,30139,0,713,612,101,101,86,0,15,612,0,0,14,0,30,428,0,0,15,125,1712
4.2101E+11,"Block Group 3, Census Tract 8.04, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 8.04, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16440,,,,,42,101,,,,804,3,15000US421010008043,,,43070,0,991,991,0,0,0,0,0,991,0,0,17,0,57,447,15,55,14,386,2170
4.2101E+11,"Block Group 1, Census Tract 9.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 9.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16441,,,,,42,101,,,,901,1,15000US421010009011,,,54303,0,818,708,110,110,57,0,53,708,26,9,29,58,63,41,51,35,24,372,1232
4.2101E+11,"Block Group 2, Census Tract 9.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 9.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16442,,,,,42,101,,,,901,2,15000US421010009012,,,51207,0,847,701,146,146,77,0,69,701,0,11,0,6,20,28,5,55,51,525,1058
4.2101E+11,"Block Group 1, Census Tract 9.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 9.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16443,,,,,42,101,,,,902,1,15000US421010009021,,,82977,0,1022,909,113,113,40,31,42,909,0,0,195,13,203,188,34,23,15,238,839
4.2101E+11,"Block Group 2, Census Tract 9.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 9.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16444,,,,,42,101,,,,902,2,15000US421010009022,,,72187,0,426,406,20,20,0,0,20,406,0,24,27,0,38,3,28,28,28,230,1373
4.2101E+11,"Block Group 1, Census Tract 10.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 10.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16445,,,,,42,101,,,,1001,1,15000US421010010011,,,122275,0,1016,929,87,87,0,0,87,929,0,0,9,0,272,175,317,71,18,67,1693
4.2101E+11,"Block Group 2, Census Tract 10.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 10.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16446,,,,,42,101,,,,1001,2,15000US421010010012,,,107124,0,550,521,29,29,0,0,29,521,0,0,0,10,0,93,60,20,0,338,1485
4.2101E+11,"Block Group 1, Census Tract 10.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 10.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16447,,,,,42,101,,,,1002,1,15000US421010010021,,,192631,0,776,640,136,136,0,72,64,640,0,11,94,12,107,118,45,14,0,239,1694
4.2101E+11,"Block Group 2, Census Tract 10.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 10.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16448,,,,,42,101,,,,1002,2,15000US421010010022,,,70222,0,390,381,9,9,0,0,9,381,0,0,0,0,0,22,28,10,0,321,1668
4.2101E+11,"Block Group 3, Census Tract 10.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 10.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16449,,,,,42,101,,,,1002,3,15000US421010010023,,,208809,0,777,671,106,106,0,0,106,671,0,0,0,0,0,41,430,15,0,185,1738
4.2101E+11,"Block Group 1, Census Tract 11.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 11.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16450,,,,,42,101,,,,1101,1,15000US421010011011,,,36069,0,502,400,102,102,7,46,49,400,0,0,0,0,0,231,16,8,0,145,1343
4.2101E+11,"Block Group 2, Census Tract 11.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 11.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16451,,,,,42,101,,,,1101,2,15000US421010011012,,,52742,0,602,557,45,45,0,45,0,557,7,15,0,21,54,58,169,47,0,186,608
4.2101E+11,"Block Group 3, Census Tract 11.01, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 11.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16452,,,,,42,101,,,,1101,3,15000US421010011013,,,53344,0,732,577,155,155,110,0,45,577,0,16,0,15,71,0,44,25,31,375,1171
4.2101E+11,"Block Group 4, Census Tract 11.01, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 11.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16453,,,,,42,101,,,,1101,4,15000US421010011014,,,31859,0,325,279,46,46,0,0,46,279,0,0,0,0,52,47,8,0,0,172,1353
4.2101E+11,"Block Group 1, Census Tract 11.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 11.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16454,,,,,42,101,,,,1102,1,15000US421010011021,,,133170,0,531,506,25,25,0,0,25,506,0,8,12,12,63,134,50,9,0,218,1347
4.2101E+11,"Block Group 2, Census Tract 11.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 11.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16455,,,,,42,101,,,,1102,2,15000US421010011022,,,70892,0,1120,986,134,134,83,0,51,986,0,0,18,29,5,48,51,43,26,766,1241
4.2101E+11,"Block Group 1, Census Tract 12.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 12.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16456,,,,,42,101,,,,1201,1,15000US421010012011,,,121441,30728,483,472,11,11,0,0,11,472,27,0,22,0,44,7,0,10,22,340,1574
4.2101E+11,"Block Group 2, Census Tract 12.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 12.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16457,,,,,42,101,,,,1201,2,15000US421010012012,,,79153,0,740,659,81,81,0,29,52,659,0,0,0,0,0,12,33,65,59,490,1295
4.2101E+11,"Block Group 3, Census Tract 12.01, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 12.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16458,,,,,42,101,,,,1201,3,15000US421010012013,,,65478,0,504,470,34,34,0,0,34,470,0,0,17,20,9,107,12,65,0,240,1771
4.2101E+11,"Block Group 4, Census Tract 12.01, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 12.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16459,,,,,42,101,,,,1201,4,15000US421010012014,,,61483,0,505,505,0,0,0,0,0,505,11,0,0,41,32,44,59,23,10,285,1411
4.2101E+11,"Block Group 1, Census Tract 12.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 12.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16460,,,,,42,101,,,,1202,1,15000US421010012021,,,65398,0,963,917,46,46,32,0,14,917,0,0,23,0,0,20,8,0,29,837,1479
4.2101E+11,"Block Group 2, Census Tract 12.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 12.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16461,,,,,42,101,,,,1202,2,15000US421010012022,,,65656,0,566,566,0,0,0,0,0,566,0,0,9,16,19,72,22,11,29,388,1423
4.2101E+11,"Block Group 3, Census Tract 12.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 12.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16462,,,,,42,101,,,,1202,3,15000US421010012023,,,58591,0,672,640,32,32,32,0,0,640,0,0,13,11,29,0,12,35,28,512,1466
4.2101E+11,"Block Group 4, Census Tract 12.02, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 12.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16463,,,,,42,101,,,,1202,4,15000US421010012024,,,75093,0,399,280,119,119,74,0,45,280,0,0,71,0,16,12,0,26,9,146,1410
4.2101E+11,"Block Group 5, Census Tract 12.02, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 12.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16464,,,,,42,101,,,,1202,5,15000US421010012025,,,43822,0,432,390,42,42,42,0,0,390,0,0,14,0,15,0,32,0,14,315,1432
4.2101E+11,"Block Group 1, Census Tract 13, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 13, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16465,,,,,42,101,,,,1300,1,15000US421010013001,,,55552,0,437,420,17,17,0,0,17,420,0,0,12,0,0,0,23,0,0,385,884
4.2101E+11,"Block Group 2, Census Tract 13, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 13, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16466,,,,,42,101,,,,1300,2,15000US421010013002,,,55993,0,538,420,118,118,88,30,0,420,0,0,15,52,0,0,0,46,16,291,1732
4.2101E+11,"Block Group 3, Census Tract 13, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 13, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16467,,,,,42,101,,,,1300,3,15000US421010013003,,,69137,0,311,265,46,46,0,0,46,265,15,0,33,0,0,0,0,16,32,169,1161
4.2101E+11,"Block Group 4, Census Tract 13, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 13, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16468,,,,,42,101,,,,1300,4,15000US421010013004,,,49067,0,375,375,0,0,0,0,0,375,0,0,0,16,0,0,0,28,0,331,1123
4.2101E+11,"Block Group 5, Census Tract 13, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 13, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16469,,,,,42,101,,,,1300,5,15000US421010013005,,,498140,60713,1373,1254,119,119,45,29,45,1254,32,324,326,0,0,0,55,36,49,432,1513
4.2101E+11,"Block Group 1, Census Tract 14, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 14, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16470,,,,,42,101,,,,1400,1,15000US421010014001,,,122231,0,874,796,78,78,32,0,46,796,0,14,89,24,99,101,44,21,46,358,1185
4.2101E+11,"Block Group 2, Census Tract 14, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 14, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16471,,,,,42,101,,,,1400,2,15000US421010014002,,,48609,0,354,283,71,71,36,0,35,283,0,0,11,26,12,0,14,33,0,187,1991
4.2101E+11,"Block Group 3, Census Tract 14, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 14, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16472,,,,,42,101,,,,1400,3,15000US421010014003,,,144992,0,1223,1089,134,134,34,0,100,1089,0,123,61,20,202,89,12,52,20,510,
4.2101E+11,"Block Group 1, Census Tract 15, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 15, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16473,,,,,42,101,,,,1500,1,15000US421010015001,,,73222,0,573,524,49,49,0,0,49,524,0,10,22,0,60,36,31,57,9,299,1247
4.2101E+11,"Block Group 2, Census Tract 15, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 15, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16474,,,,,42,101,,,,1500,2,15000US421010015002,,,166161,0,1051,973,78,78,24,23,31,973,16,13,152,58,178,93,0,95,25,343,1300
4.2101E+11,"Block Group 1, Census Tract 16, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 16, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16475,,,,,42,101,,,,1600,1,15000US421010016001,,,107575,0,569,481,88,88,22,22,44,481,0,8,48,0,40,14,27,39,36,269,1351
4.2101E+11,"Block Group 2, Census Tract 16, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 16, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16476,,,,,42,101,,,,1600,2,15000US421010016002,,,88817,0,704,601,103,103,12,22,69,601,22,11,25,27,33,37,28,41,8,369,1359
4.2101E+11,"Block Group 1, Census Tract 17, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 17, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16477,,,,,42,101,,,,1700,1,15000US421010017001,,,116410,0,664,613,51,51,26,0,25,613,0,0,7,42,61,15,45,30,7,406,1457
4.2101E+11,"Block Group 2, Census Tract 17, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 17, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16478,,,,,42,101,,,,1700,2,15000US421010017002,,,105120,0,790,740,50,50,25,0,25,740,0,0,38,4,80,60,15,0,36,507,1373
4.2101E+11,"Block Group 1, Census Tract 18, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 18, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16479,,,,,42,101,,,,1800,1,15000US421010018001,,,65693,0,556,507,49,49,0,49,0,507,11,19,35,0,0,0,14,33,0,395,1489
4.2101E+11,"Block Group 2, Census Tract 18, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 18, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16480,,,,,42,101,,,,1800,2,15000US421010018002,,,176790,0,1076,979,97,97,49,0,48,979,44,115,189,0,27,15,27,57,47,458,1612
4.2101E+11,"Block Group 1, Census Tract 19, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 19, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16481,,,,,42,101,,,,1900,1,15000US421010019001,,,65312,0,536,434,102,102,31,22,49,434,0,0,46,45,0,0,0,94,0,249,1231
4.2101E+11,"Block Group 2, Census Tract 19, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 19, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16482,,,,,42,101,,,,1900,2,15000US421010019002,,,138246,0,715,693,22,22,0,0,22,693,26,83,54,0,19,20,17,11,59,404,1651
4.2101E+11,"Block Group 3, Census Tract 19, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 19, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16483,,,,,42,101,,,,1900,3,15000US421010019003,,,124769,0,403,345,58,58,0,0,58,345,50,32,14,14,21,44,0,0,31,139,902
4.2101E+11,"Block Group 1, Census Tract 20, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 20, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16484,,,,,42,101,,,,2000,1,15000US421010020001,,,162005,0,683,551,132,132,0,19,113,551,23,0,18,22,6,11,7,39,87,338,1101
4.2101E+11,"Block Group 2, Census Tract 20, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 20, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16485,,,,,42,101,,,,2000,2,15000US421010020002,,,127363,0,402,302,100,100,0,0,100,302,0,16,0,21,0,4,14,11,47,189,989
4.2101E+11,"Block Group 1, Census Tract 21, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 21, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16486,,,,,42,101,,,,2100,1,15000US421010021001,,,90240,0,326,225,101,101,28,4,69,225,0,14,0,0,9,10,18,23,41,110,964
4.2101E+11,"Block Group 2, Census Tract 21, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 21, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16487,,,,,42,101,,,,2100,2,15000US421010021002,,,147279,0,801,658,143,143,57,13,73,658,31,45,14,0,41,14,47,20,30,416,1519
4.2101E+11,"Block Group 1, Census Tract 22, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 22, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16488,,,,,42,101,,,,2200,1,15000US421010022001,,,65744,0,441,373,68,68,40,8,20,373,0,0,71,22,0,17,9,0,32,222,1367
4.2101E+11,"Block Group 2, Census Tract 22, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 22, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16489,,,,,42,101,,,,2200,2,15000US421010022002,,,64351,0,346,284,62,62,18,0,44,284,0,7,18,51,0,0,11,0,10,187,1325
4.2101E+11,"Block Group 3, Census Tract 22, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 22, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16490,,,,,42,101,,,,2200,3,15000US421010022003,,,98601,0,547,406,141,141,62,0,79,406,10,62,57,17,0,12,0,0,45,203,1026
4.2101E+11,"Block Group 1, Census Tract 23, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 23, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16491,,,,,42,101,,,,2300,1,15000US421010023001,,,70945,0,461,419,42,42,0,0,42,419,0,7,0,0,0,0,68,31,16,297,1126
4.2101E+11,"Block Group 2, Census Tract 23, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 23, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16492,,,,,42,101,,,,2300,2,15000US421010023002,,,141434,0,913,829,84,84,0,0,84,829,0,17,8,11,8,10,9,107,33,626,1088
4.2101E+11,"Block Group 1, Census Tract 24, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 24, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16493,,,,,42,101,,,,2400,1,15000US421010024001,,,54931,0,412,377,35,35,0,0,35,377,0,0,0,0,33,56,0,102,15,171,1173
4.2101E+11,"Block Group 2, Census Tract 24, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 24, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16494,,,,,42,101,,,,2400,2,15000US421010024002,,,101409,0,619,484,135,135,34,0,101,484,0,0,0,35,0,0,0,107,26,316,1431
4.2101E+11,"Block Group 3, Census Tract 24, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 24, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16495,,,,,42,101,,,,2400,3,15000US421010024003,,,129277,0,729,613,116,116,36,14,66,613,60,92,34,0,51,22,0,87,0,267,959
4.2101E+11,"Block Group 4, Census Tract 24, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 24, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16496,,,,,42,101,,,,2400,4,15000US421010024004,,,69335,0,322,276,46,46,46,0,0,276,0,28,34,0,0,0,30,25,0,159,1231
4.2101E+11,"Block Group 5, Census Tract 24, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 24, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16497,,,,,42,101,,,,2400,5,15000US421010024005,,,180469,0,446,378,68,68,0,0,68,378,15,35,14,0,8,7,46,0,26,227,861
4.2101E+11,"Block Group 1, Census Tract 25, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 25, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16498,,,,,42,101,,,,2500,1,15000US421010025001,,,124327,0,726,636,90,90,61,22,7,636,0,20,47,46,18,19,18,18,38,412,1021
4.2101E+11,"Block Group 2, Census Tract 25, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 25, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16499,,,,,42,101,,,,2500,2,15000US421010025002,,,98071,0,445,413,32,32,0,0,32,413,0,15,47,0,70,19,0,8,14,240,1517
4.2101E+11,"Block Group 3, Census Tract 25, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 25, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16500,,,,,42,101,,,,2500,3,15000US421010025003,,,56620,0,294,246,48,48,0,0,48,246,7,8,11,5,17,0,0,24,7,167,1175
4.2101E+11,"Block Group 4, Census Tract 25, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 25, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16501,,,,,42,101,,,,2500,4,15000US421010025004,,,119679,0,470,412,58,58,40,0,18,412,7,58,62,99,0,0,0,22,0,164,979
